"year","age","team","td","id","total_tds","actual","adjusted_age"
1981,25,"SFO",19,"M/MontJo01",35,1,0
1982,26,"SFO",17,"M/MontJo01",52,1,0
1983,27,"SFO",26,"M/MontJo01",78,1,0
1984,28,"SFO",28,"M/MontJo01",106,1,0
1985,29,"SFO",27,"M/MontJo01",133,1,0
1986,30,"SFO",8,"M/MontJo01",141,1,0
1987,31,"SFO",31,"M/MontJo01",172,1,0
1988,32,"SFO",18,"M/MontJo01",190,1,0
1989,33,"SFO",26,"M/MontJo01",216,1,0
1990,34,"SFO",26,"M/MontJo01",242,1,0
1992,36,"SFO",2,"M/MontJo01",244,1,0
1993,37,"KAN",13,"M/MontJo01",257,1,0
1994,38,"KAN",16,"M/MontJo01",273,1,0
1986,23,"TAM",0,"T/TestVi00",0,0,0
1987,24,"TAM",5,"T/TestVi00",5,1,0
1988,25,"TAM",13,"T/TestVi00",18,1,0
1989,26,"TAM",20,"T/TestVi00",38,1,0
1990,27,"TAM",17,"T/TestVi00",55,1,0
1991,28,"TAM",8,"T/TestVi00",63,1,0
1992,29,"TAM",14,"T/TestVi00",77,1,0
1993,30,"CLE",14,"T/TestVi00",91,1,0
1994,31,"CLE",16,"T/TestVi00",107,1,0
1995,32,"CLE",17,"T/TestVi00",124,1,0
1996,33,"BAL",33,"T/TestVi00",157,1,0
1997,34,"BAL",18,"T/TestVi00",175,1,0
1998,35,"NYJ",29,"T/TestVi00",204,1,0
1999,36,"NYJ",1,"T/TestVi00",205,1,0
2000,37,"NYJ",21,"T/TestVi00",226,1,0
2001,38,"NYJ",15,"T/TestVi00",241,1,0
2002,39,"NYJ",3,"T/TestVi00",244,1,0
2003,40,"NYJ",7,"T/TestVi00",251,1,0
2004,41,"DAL",17,"T/TestVi00",268,1,0
2005,42,"NYJ",1,"T/TestVi00",269,1,0
2006,43,"NWE",1,"T/TestVi00",270,1,0
2007,44,"CAR",5,"T/TestVi00",275,1,0
1955,22,"BAL",0,"U/UnitJo00",0,0,0
1956,23,"BAL",9,"U/UnitJo00",9,1,0
1957,24,"BAL",24,"U/UnitJo00",33,1,0
1958,25,"BAL",19,"U/UnitJo00",52,1,0
1959,26,"BAL",32,"U/UnitJo00",84,1,0
1960,27,"BAL",25,"U/UnitJo00",109,1,0
1961,28,"BAL",16,"U/UnitJo00",125,1,0
1962,29,"BAL",23,"U/UnitJo00",148,1,0
1963,30,"BAL",20,"U/UnitJo00",168,1,0
1964,31,"BAL",19,"U/UnitJo00",187,1,0
1965,32,"BAL",23,"U/UnitJo00",210,1,0
1966,33,"BAL",22,"U/UnitJo00",232,1,0
1967,34,"BAL",20,"U/UnitJo00",252,1,0
1968,35,"BAL",2,"U/UnitJo00",254,1,0
1969,36,"BAL",12,"U/UnitJo00",266,1,0
1970,37,"BAL",14,"U/UnitJo00",280,1,0
1971,38,"BAL",3,"U/UnitJo00",283,1,0
1972,39,"BAL",4,"U/UnitJo00",287,1,0
1973,40,"SDG",3,"U/UnitJo00",290,1,0
1983,27,"HOU",0,"M/MoonWa00",0,0,0
1984,28,"HOU",12,"M/MoonWa00",12,1,0
1985,29,"HOU",15,"M/MoonWa00",27,1,0
1986,30,"HOU",13,"M/MoonWa00",40,1,0
1987,31,"HOU",21,"M/MoonWa00",61,1,0
1988,32,"HOU",17,"M/MoonWa00",78,1,0
1989,33,"HOU",23,"M/MoonWa00",101,1,0
1990,34,"HOU",33,"M/MoonWa00",134,1,0
1991,35,"HOU",23,"M/MoonWa00",157,1,0
1992,36,"HOU",18,"M/MoonWa00",175,1,0
1993,37,"HOU",21,"M/MoonWa00",196,1,0
1994,38,"MIN",18,"M/MoonWa00",214,1,0
1995,39,"MIN",33,"M/MoonWa00",247,1,0
1996,40,"MIN",7,"M/MoonWa00",254,1,0
1997,41,"SEA",25,"M/MoonWa00",279,1,0
1998,42,"SEA",11,"M/MoonWa00",290,1,0
1999,43,"KAN",0,"M/MoonWa00",290,1,0
2000,44,"KAN",1,"M/MoonWa00",291,1,0
1982,22,"DEN",0,"E/ElwaJo00",0,0,0
1983,23,"DEN",7,"E/ElwaJo00",7,1,0
1984,24,"DEN",18,"E/ElwaJo00",25,1,0
1985,25,"DEN",22,"E/ElwaJo00",47,1,0
1986,26,"DEN",19,"E/ElwaJo00",66,1,0
1987,27,"DEN",19,"E/ElwaJo00",85,1,0
1988,28,"DEN",17,"E/ElwaJo00",102,1,0
1989,29,"DEN",18,"E/ElwaJo00",120,1,0
1990,30,"DEN",15,"E/ElwaJo00",135,1,0
1991,31,"DEN",13,"E/ElwaJo00",148,1,0
1992,32,"DEN",10,"E/ElwaJo00",158,1,0
1993,33,"DEN",25,"E/ElwaJo00",183,1,0
1994,34,"DEN",16,"E/ElwaJo00",199,1,0
1995,35,"DEN",26,"E/ElwaJo00",225,1,0
1996,36,"DEN",26,"E/ElwaJo00",251,1,0
1997,37,"DEN",27,"E/ElwaJo00",278,1,0
1998,38,"DEN",22,"E/ElwaJo00",300,1,0
1960,20,"MIN",0,"T/TarkFr00",0,0,0
1961,21,"MIN",18,"T/TarkFr00",18,1,0
1962,22,"MIN",22,"T/TarkFr00",40,1,0
1963,23,"MIN",15,"T/TarkFr00",55,1,0
1964,24,"MIN",22,"T/TarkFr00",77,1,0
1965,25,"MIN",19,"T/TarkFr00",96,1,0
1966,26,"MIN",17,"T/TarkFr00",113,1,0
1967,27,"NYG",29,"T/TarkFr00",142,1,0
1968,28,"NYG",21,"T/TarkFr00",163,1,0
1969,29,"NYG",23,"T/TarkFr00",186,1,0
1970,30,"NYG",19,"T/TarkFr00",205,1,0
1971,31,"NYG",11,"T/TarkFr00",216,1,0
1972,32,"MIN",18,"T/TarkFr00",234,1,0
1973,33,"MIN",15,"T/TarkFr00",249,1,0
1974,34,"MIN",17,"T/TarkFr00",266,1,0
1975,35,"MIN",25,"T/TarkFr00",291,1,0
1976,36,"MIN",17,"T/TarkFr00",308,1,0
1977,37,"MIN",9,"T/TarkFr00",317,1,0
1978,38,"MIN",25,"T/TarkFr00",342,1,0
2000,23,"NWE",0,"B/BradTo00",0,1,0
2001,24,"NWE",18,"B/BradTo00",18,1,0
2002,25,"NWE",28,"B/BradTo00",46,1,0
2003,26,"NWE",23,"B/BradTo00",69,1,0
2004,27,"NWE",28,"B/BradTo00",97,1,0
2005,28,"NWE",26,"B/BradTo00",123,1,0
2006,29,"NWE",24,"B/BradTo00",147,1,0
2007,30,"NWE",50,"B/BradTo00",197,1,0
2008,31,"NWE",0,"B/BradTo00",197,1,0
2009,32,"NWE",28,"B/BradTo00",225,1,0
2010,33,"NWE",36,"B/BradTo00",261,1,0
2011,34,"NWE",39,"B/BradTo00",300,1,0
2012,35,"NWE",34,"B/BradTo00",334,1,0
2013,36,"NWE",25,"B/BradTo00",359,1,0
2013.41176470588,36.4117647058824,"NWE",13,"B/BradTo00",372,1,1
2000,21,"SDG",0,"B/BreeDr00",0,0,0
2001,22,"SDG",1,"B/BreeDr00",1,1,0
2002,23,"SDG",17,"B/BreeDr00",18,1,0
2003,24,"SDG",11,"B/BreeDr00",29,1,0
2004,25,"SDG",27,"B/BreeDr00",56,1,0
2005,26,"SDG",24,"B/BreeDr00",80,1,0
2006,27,"NOR",26,"B/BreeDr00",106,1,0
2007,28,"NOR",28,"B/BreeDr00",134,1,0
2008,29,"NOR",34,"B/BreeDr00",168,1,0
2009,30,"NOR",34,"B/BreeDr00",202,1,0
2010,31,"NOR",33,"B/BreeDr00",235,1,0
2011,32,"NOR",46,"B/BreeDr00",281,1,0
2012,33,"NOR",43,"B/BreeDr00",324,1,0
2013,34,"NOR",39,"B/BreeDr00",363,1,0
2013.41176470588,34.4117647058824,"NOR",11,"B/BreeDr00",374,1,1
1982,21,"MIA",0,"M/MariDa00",0,0,0
1983,22,"MIA",20,"M/MariDa00",20,1,0
1984,23,"MIA",48,"M/MariDa00",68,1,0
1985,24,"MIA",30,"M/MariDa00",98,1,0
1986,25,"MIA",44,"M/MariDa00",142,1,0
1987,26,"MIA",26,"M/MariDa00",168,1,0
1988,27,"MIA",28,"M/MariDa00",196,1,0
1989,28,"MIA",24,"M/MariDa00",220,1,0
1990,29,"MIA",21,"M/MariDa00",241,1,0
1991,30,"MIA",25,"M/MariDa00",266,1,0
1992,31,"MIA",24,"M/MariDa00",290,1,0
1993,32,"MIA",8,"M/MariDa00",298,1,0
1994,33,"MIA",30,"M/MariDa00",328,1,0
1995,34,"MIA",24,"M/MariDa00",352,1,0
1996,35,"MIA",17,"M/MariDa00",369,1,0
1997,36,"MIA",16,"M/MariDa00",385,1,0
1998,37,"MIA",23,"M/MariDa00",408,1,0
1999,38,"MIA",12,"M/MariDa00",420,1,0
1997,21,"IND",0,"M/MannPe00",0,0,0
1998,22,"IND",26,"M/MannPe00",26,1,0
1999,23,"IND",26,"M/MannPe00",52,1,0
2000,24,"IND",33,"M/MannPe00",85,1,0
2001,25,"IND",26,"M/MannPe00",111,1,0
2002,26,"IND",27,"M/MannPe00",138,1,0
2003,27,"IND",29,"M/MannPe00",167,1,0
2004,28,"IND",49,"M/MannPe00",216,1,0
2005,29,"IND",28,"M/MannPe00",244,1,0
2006,30,"IND",31,"M/MannPe00",275,1,0
2007,31,"IND",31,"M/MannPe00",306,1,0
2008,32,"IND",27,"M/MannPe00",333,1,0
2009,33,"IND",33,"M/MannPe00",366,1,0
2010,34,"IND",33,"M/MannPe00",399,1,0
2011,35,"IND",0,"M/MannPe00",399,1,0
2012,36,"DEN",37,"M/MannPe00",436,1,0
2013,37,"DEN",55,"M/MannPe00",491,1,0
2013.41176470588,37.4117647058824,"DEN",19,"M/MannPe00",510,1,1
1991,22,"ATL",0,"F/FavrBr00",0,1,0
1992,23,"GNB",18,"F/FavrBr00",18,1,0
1993,24,"GNB",19,"F/FavrBr00",37,1,0
1994,25,"GNB",33,"F/FavrBr00",70,1,0
1995,26,"GNB",38,"F/FavrBr00",108,1,0
1996,27,"GNB",39,"F/FavrBr00",147,1,0
1997,28,"GNB",35,"F/FavrBr00",182,1,0
1998,29,"GNB",31,"F/FavrBr00",213,1,0
1999,30,"GNB",22,"F/FavrBr00",235,1,0
2000,31,"GNB",20,"F/FavrBr00",255,1,0
2001,32,"GNB",32,"F/FavrBr00",287,1,0
2002,33,"GNB",27,"F/FavrBr00",314,1,0
2003,34,"GNB",32,"F/FavrBr00",346,1,0
2004,35,"GNB",30,"F/FavrBr00",376,1,0
2005,36,"GNB",20,"F/FavrBr00",396,1,0
2006,37,"GNB",18,"F/FavrBr00",414,1,0
2007,38,"GNB",28,"F/FavrBr00",442,1,0
2008,39,"NYJ",22,"F/FavrBr00",464,1,0
2009,40,"MIN",33,"F/FavrBr00",497,1,0
2010,41,"MIN",11,"F/FavrBr00",508,1,0
